State_Code,Account_Length_Months,Area_Code,Intl_Plan,VM_Plan,VM_Messages,Avg_Day_Minutes,Avg_Day_Calls,Avg_Day_Charge,Avg_Eve_Minutes,Avg_Eve_Calls,Avg_Eve_Charge,Avg_Night_Minutes,Avg_Night_Calls,Avg_Night_Charge,Avg_Intl_Minutes,Avg_Intl_Calls,Avg_Intl_Charge,Customer_Service_Calls,Churn
MN,109,415,0,0,0,194.59,106,35.84,245.38,109,28.69,141.16,111,7.06,8.97,9,2.34,3,0
SC,127,415,1,0,0,154.81,64,28.51,192.34,168,22.49,173.97,129,8.7,7.13,4,1.86,4,1
MT,139,510,0,0,0,212.86,62,39.21,146.91,96,17.17,219.34,107,10.97,11.27,3,2.94,1,0
KY,107,510,0,1,28,218.16,84,40.19,326.71,136,38.19,228.46,141,11.42,13.68,9,3.57,1,0
WY,32,415,0,1,31,251.68,103,46.36,196.63,118,22.99,209.42,117,10.48,14.95,2,3.9,0,0
ME,120,408,1,0,0,218.38,130,40.22,197.48,83,23.09,178.23,94,8.91,8.51,2,2.22,2,1
OR,100,415,0,0,0,216.97,160,39.97,311.6,134,36.42,189.06,111,9.45,11.73,10,3.06,1,0
SD,142,415,0,1,26,238.38,100,43.91,256.63,133,30,257.52,115,12.88,6.79,10,1.77,2,0
AL,99,415,0,0,0,157.41,112,28.99,105.33,112,12.32,233.72,88,11.69,12.54,6,3.27,1,0
ID,132,408,0,0,0,240.43,90,44.29,177.23,80,20.72,211.04,103,10.56,12.88,4,3.36,0,0
IN,70,415,0,0,0,222.38,85,40.96,237.24,109,27.73,208.81,124,10.44,16.33,6,4.26,2,0
KS,110,415,0,0,0,101.73,135,18.74,303.24,103,35.45,170.84,73,8.54,11.84,7,3.09,2,0
MD,155,408,1,0,0,176.32,100,32.48,312.56,114,36.53,97.62,117,4.88,12.88,3,3.36,0,0
OR,105,415,0,0,0,280.32,102,51.63,187.73,103,21.94,225.22,38,11.27,13.8,6,3.6,3,0
AR,145,408,0,0,0,42.7,83,7.87,283.2,112,33.11,188.15,95,9.41,11.5,7,3,0,0
KS,63,510,0,0,0,200.32,92,36.9,241.42,92,28.22,196.76,98,9.84,13.45,3,3.51,0,0
WV,30,408,0,0,0,58.38,72,10.75,192.12,102,22.46,250.33,107,12.52,11.73,9,3.06,1,0
MI,92,408,1,0,0,67.68,118,12.46,193.52,133,22.62,224.51,85,11.23,11.96,2,3.12,1,1
OK,48,510,0,0,0,138.59,75,25.52,51.54,83,6.03,117.77,85,5.89,10.24,3,2.67,0,0
OH,141,408,0,0,0,325.84,92,60.02,288.46,118,33.71,150.48,100,7.53,16.56,6,4.32,0,1
OH,53,415,0,1,27,28,126,5.15,221.27,102,25.86,230.99,68,11.55,7.48,8,1.96,1,0
CT,36,510,0,1,25,165.19,117,30.43,260.17,71,30.41,149.27,78,7.46,10.46,2,2.73,1,0
GA,137,415,0,0,0,268.43,67,49.44,268.31,114,31.36,161.11,99,8.06,11.04,4,2.88,1,0
IL,172,408,0,0,0,220.43,116,40.6,250.74,130,29.31,162.73,69,8.14,20.47,4,5.34,4,0
HI,92,415,1,1,45,303.89,93,55.98,212.16,109,24.8,95.49,80,4.77,8.62,3,2.26,0,0
DC,88,408,0,1,28,206.05,110,37.95,254.27,111,29.72,214.28,123,10.71,11.27,1,2.94,2,0
CT,66,408,0,1,26,275.57,115,50.75,260.6,143,30.46,193.22,100,9.67,6.21,3,1.62,2,0
OH,25,408,0,0,0,215.35,85,39.66,132.01,89,15.43,83.34,81,4.16,11.04,4,2.88,2,0
NJ,76,415,0,0,0,241.08,116,44.41,234.34,103,27.39,140.35,133,7.02,13.34,9,3.48,2,0
MN,176,415,0,0,0,175.78,103,32.38,244.09,113,28.53,221.57,97,11.09,13,4,3.39,1,0
AR,40,415,0,0,0,334.49,91,61.61,290.71,104,33.98,199.59,123,9.98,12.88,6,3.36,3,1
OH,127,415,1,1,28,103.68,124,19.09,170.91,139,19.98,154.73,140,7.74,11.96,3,3.12,1,0
MS,166,408,1,1,35,138.59,146,25.52,294.13,120,34.38,302.68,137,15.14,10.12,8,2.64,2,0
NY,172,510,0,0,0,314.05,130,57.85,271.1,82,31.69,161.32,101,8.07,13,6,3.39,2,1
PA,57,408,1,1,30,253.51,138,46.7,209.16,123,24.44,272.2,99,13.62,13.11,4,3.42,2,0
NH,72,415,0,0,0,206.16,118,37.98,258.88,109,30.27,281.62,100,14.08,5.06,3,1.32,1,0
MS,141,415,0,0,0,163.78,110,30.17,259.52,121,30.34,308.05,115,15.41,12.42,2,3.24,1,0
WI,166,415,0,0,0,219.89,86,40.51,179.7,116,21,133.67,131,6.69,10.58,6,2.76,2,0
WY,98,510,0,1,29,120.11,111,22.13,233.49,107,27.29,251.24,114,12.56,7.59,3,1.98,2,0
WA,45,415,0,1,18,181.62,135,33.45,166.62,80,19.48,154.63,134,7.73,13.57,6,3.54,0,0
NY,95,408,1,1,37,238.05,116,43.84,198.55,105,23.21,207.7,87,10.39,4.72,2,1.23,0,1
RI,79,415,0,1,17,255.89,101,47.14,282.35,59,33.01,262.89,113,13.15,13.8,4,3.6,1,0
GA,52,408,0,0,0,233.41,71,42.99,232.52,114,27.19,347.14,137,17.37,5.98,2,1.56,1,0
ND,24,415,1,0,0,249.19,134,45.91,197.91,136,23.13,161.11,161,8.06,12.19,3,3.18,1,0
DC,86,408,0,0,0,90.59,128,16.69,257.38,102,30.09,160.61,114,8.04,7.7,9,2.01,1,0
MA,73,415,0,0,0,169.84,116,31.29,288.03,88,33.67,183.8,96,9.2,11.5,9,3,0,0
AL,105,408,0,0,0,251.46,102,46.32,271.53,124,31.74,155.95,107,7.8,12.08,10,3.16,1,0
TX,133,510,0,0,0,365.84,91,67.39,251.38,103,29.38,268.15,147,13.42,17.02,4,4.44,3,1
OK,137,408,1,0,0,256.54,109,47.25,189.34,89,22.13,266.73,86,13.34,16.33,4,4.26,0,1
NC,104,510,0,0,0,204.65,77,37.69,167.37,127,19.57,235.14,80,11.76,8.62,9,2.26,3,0
WA,118,415,0,1,26,184.65,121,34.02,213.77,132,24.99,171.85,104,8.6,11.04,6,2.88,5,1
AK,113,408,0,0,0,209.51,105,38.6,237.24,132,27.73,174.48,71,8.72,12.19,7,3.18,1,0
RI,120,415,0,0,0,101.95,103,18.78,194.48,96,22.74,178.73,158,8.94,11.04,4,2.88,1,0
AK,75,415,0,0,0,149.73,117,27.59,164.16,91,19.18,218.33,109,10.92,12.76,8,3.33,1,0
GA,140,408,0,0,0,121.95,94,22.47,167.91,69,19.63,252.76,90,12.64,18.74,7,4.89,0,0
PA,93,408,0,1,21,145.08,111,26.72,174.12,136,20.35,188.96,95,9.45,13.57,2,3.54,4,1
MN,191,408,0,0,0,175.14,110,32.26,258.45,127,30.21,213.06,88,10.66,12.54,8,3.27,1,0
MT,68,415,0,0,0,240.86,105,44.37,188.37,90,22.01,204.56,117,10.23,12.65,3,3.3,3,0
UT,41,408,0,1,22,231.14,108,42.58,151.94,91,17.76,144,130,7.2,8.28,3,2.16,0,0
VT,77,415,0,1,32,207.78,107,38.27,177.23,89,20.72,233.11,136,11.66,9.2,7,2.4,1,0
KS,146,408,0,0,0,161.41,88,29.73,200.48,138,23.43,151.7,106,7.59,9.09,4,2.37,7,1
RI,108,415,1,1,42,140.65,95,25.91,178.95,136,20.92,247.8,85,12.39,15.64,6,4.08,3,1
NH,103,415,0,0,0,187.57,88,34.55,261.77,69,30.6,224.41,70,11.22,11.16,2,2.91,3,0
RI,47,415,0,0,0,120.32,98,22.16,117.23,114,13.7,118.38,85,5.92,12.42,9,3.24,1,0
CA,142,415,0,0,0,116.86,86,21.53,157.41,122,18.4,200.1,89,10.01,10.35,8,2.7,1,0
NH,42,415,0,0,0,149.08,170,27.46,251.7,113,29.43,168.71,74,8.44,16.44,3,4.29,5,1
UT,82,415,0,0,0,204.54,86,37.67,197.59,124,23.09,259.04,88,12.95,12.19,6,3.18,3,1
MN,21,415,0,0,0,99.35,116,18.3,212.59,118,24.84,173.87,132,8.7,14.95,8,3.9,2,0
VT,131,415,0,0,0,227.14,103,41.84,189.98,102,22.21,131.85,144,6.6,15.3,1,3.99,0,1
IA,101,510,0,0,0,189.08,111,34.82,280.74,79,32.81,212.66,98,10.64,9.78,6,2.56,1,0
OK,87,415,0,0,0,239.35,73,44.09,209.16,56,24.44,122.13,96,6.11,15.76,4,4.11,1,0
NV,88,415,0,0,0,198.38,99,36.55,182.7,85,21.35,196.25,93,9.81,9.55,6,2.49,3,0
MN,54,510,0,1,33,121.08,95,22.3,222.88,119,26.05,152.2,88,7.61,13,4,3.39,2,0
GA,180,415,0,0,0,188.22,100,34.67,157.62,98,18.42,219.65,114,10.98,18.63,3,4.86,1,0
KS,47,510,0,1,30,147.57,107,27.19,187.41,78,21.91,148.25,96,7.42,12.54,3,3.27,2,0
MT,175,408,1,1,35,172.43,101,31.77,150.76,106,17.62,178.53,105,8.93,6.21,4,1.62,5,1
CA,72,408,0,1,39,100.32,104,18.48,290.6,122,33.96,169.22,88,8.46,6.67,8,1.74,1,0
IL,121,408,0,1,31,256.32,67,47.22,220.31,124,25.76,199.19,90,9.96,11.62,6,3.03,4,0
SC,71,408,0,1,24,151.14,62,27.84,271.95,116,31.78,256,119,12.81,12.76,7,3.33,1,0
IL,109,415,1,0,0,180,107,33.16,287.6,126,33.61,127.8,118,6.39,11.73,3,3.06,3,0
MS,49,510,0,1,42,171.89,71,31.66,135.33,132,15.83,209.42,93,10.48,8.51,3,2.22,2,0
LA,58,408,0,0,0,191.78,113,35.33,219.34,110,25.64,143.7,130,7.19,17.25,10,4.5,3,0
MS,109,415,0,0,0,198.92,127,36.64,129.01,126,15.07,155.65,91,7.79,12.65,3,3.3,0,0
NY,74,415,0,0,0,249.62,99,45.98,238.95,83,27.94,159.8,107,7.99,11.16,2,2.91,3,0
WI,57,415,0,1,24,151.57,108,27.91,182.27,113,21.31,145.52,108,7.28,16.1,1,4.2,1,0
MT,121,415,0,0,0,234.92,84,43.27,233.59,112,27.3,168.61,73,8.43,13.22,8,3.46,1,0
LA,118,415,0,1,39,98.92,133,18.23,235.63,120,27.54,231.9,105,11.6,14.6,9,3.81,2,0
IN,105,415,1,0,0,246.92,106,45.48,155.48,114,18.17,248.41,148,12.43,8.86,8,2.31,0,0
NY,153,415,0,0,0,209.51,95,38.6,209.27,128,24.46,185.01,114,9.25,9.78,3,2.56,1,0
HI,62,408,0,1,42,148.43,101,27.34,197.38,100,23.07,234.33,74,11.72,11.73,3,3.06,0,0
MN,73,408,0,0,0,192.32,94,35.42,140.58,87,16.43,188.56,94,9.43,13.22,7,3.46,3,0
IN,69,510,1,1,33,293.51,104,54.07,271.53,108,31.74,167.49,90,8.37,9.43,2,2.46,1,1
NH,81,415,0,0,0,187.24,85,34.48,253.09,100,29.59,243.24,89,12.17,13.57,7,3.54,2,0
NE,144,415,0,0,0,144.11,107,26.54,273.78,134,32,231.49,72,11.58,13.34,2,3.48,0,0
UT,130,415,0,0,0,172.86,74,31.84,253.74,134,29.66,230.78,100,11.55,10.35,1,2.7,1,0
WV,79,408,0,1,32,54.7,66,10.07,215.81,92,25.23,148.66,128,7.44,4.83,4,1.26,2,0
MI,51,415,0,1,43,171.03,100,31.5,228.45,111,26.7,192.81,96,9.65,9.78,2,2.56,2,0
CO,115,415,0,0,0,297.84,81,54.87,241.95,87,28.28,331.44,92,16.58,5.52,2,1.44,3,1
TN,117,510,0,0,0,195.24,142,35.96,232.09,102,27.13,102.28,129,5.12,12.19,7,3.18,4,1
AZ,135,415,0,0,0,206.38,47,38.01,172.94,115,20.22,234.84,106,11.75,9.66,2,2.52,1,0
ME,116,415,0,0,0,265.84,77,48.96,257.27,92,30.07,160.71,94,8.04,10.24,6,2.67,3,0
AR,108,415,0,0,0,213.41,83,39.31,132.87,107,15.53,207.09,113,10.35,8.86,4,2.31,2,0
NC,168,415,0,1,42,105.3,60,19.4,218.16,104,25.51,176.1,131,8.81,13.11,2,3.42,2,0
OH,87,415,0,1,22,285.19,69,52.54,110.8,122,12.95,210.73,115,10.53,9.78,3,2.56,3,0
NE,66,415,0,0,0,158.27,113,29.15,210.56,105,24.61,233.01,112,11.65,8.97,2,2.34,1,0
TX,157,408,0,0,0,248.43,95,45.76,158.48,128,18.52,244.46,114,12.22,11.04,8,2.88,3,0
NY,107,408,0,1,36,104.11,88,19.18,192.45,96,22.5,168.41,128,8.42,11.84,2,3.09,1,0
NY,114,408,0,0,0,223.03,120,41.08,239.49,103,28,237.27,126,11.86,9.32,7,2.43,2,0
HI,138,415,0,0,0,260.32,110,47.96,154.84,97,18.09,127.29,104,6.37,13.34,1,3.48,0,0
OR,121,415,0,0,0,144.97,119,26.71,209.06,110,24.43,161.62,147,8.08,12.08,2,3.16,2,0
TN,131,415,0,1,24,146.92,64,27.06,249.88,83,29.2,213.27,128,10.67,10.81,4,2.82,1,0
IA,177,415,1,0,0,268.86,125,49.52,184.62,77,21.59,194.33,92,9.72,13,2,3.39,1,1
ND,89,415,0,0,0,152.54,98,28.1,266.92,133,31.19,137.72,77,6.89,12.42,2,3.24,2,0
NE,79,510,0,0,0,174.16,117,32.08,182.8,118,21.37,277.87,85,13.9,8.74,2,2.28,2,0
TN,21,415,0,0,0,274.92,92,50.64,230.91,101,26.99,239.29,104,11.96,13.34,6,3.48,1,1
AZ,56,415,0,0,0,171.03,90,31.5,212.06,96,24.78,161.92,141,8.1,8.86,8,2.31,1,0
MO,166,415,0,1,26,164.43,121,30.29,95.69,71,11.18,197.06,117,9.86,8.62,7,2.26,0,0
HI,82,415,0,1,33,148.97,101,27.44,252.34,136,29.5,271.49,74,13.57,12.65,7,3.3,2,0
FL,34,408,0,0,0,195.24,69,35.96,300.46,105,35.11,296.1,111,14.81,5.75,3,1.5,1,0
CT,42,510,0,0,0,150.7,116,27.76,239.81,128,28.03,248,111,12.4,5.29,3,1.38,1,0
MN,85,415,0,0,0,126.38,80,23.27,196.41,115,22.96,311.29,126,15.57,11.5,9,3,2,0
WV,138,415,0,0,0,210.05,88,38.69,203.48,103,23.78,235.14,108,11.76,10.35,3,2.7,5,0
NM,74,510,0,0,0,252.54,76,46.51,180.02,109,21.04,279.8,75,13.99,7.24,2,1.89,2,0
VT,78,415,0,0,0,274.7,119,50.6,231.34,85,27.04,270.48,131,13.53,18.74,3,4.89,0,1
CT,177,415,0,0,0,251.68,112,46.36,187.73,103,21.94,214.89,81,10.75,14.38,8,3.76,2,0
DE,119,408,0,0,0,134.38,72,24.75,221.91,93,25.93,159.39,98,7.97,17.02,1,4.44,0,0
KY,72,415,0,0,0,151.24,124,27.85,239.59,102,28.01,243.85,98,12.2,14.6,4,3.81,2,0
MI,137,408,0,0,0,222.59,93,41,224.27,91,26.21,293.57,89,14.69,16.68,4,4.36,2,0
SD,85,408,1,0,0,125.62,91,23.13,246.13,134,28.76,206.78,115,10.34,11.62,3,3.03,3,0
WA,76,408,0,0,0,187.24,99,34.48,140.58,85,16.43,173.06,110,8.66,6.21,3,1.62,0,0
MS,90,415,1,0,0,160.22,102,29.51,236.16,118,27.6,135.9,103,6.8,10.58,1,2.76,4,1
WI,169,408,0,1,22,161.19,109,29.69,222.02,96,25.95,268.76,97,13.44,13.11,8,3.42,2,0
MI,43,415,0,0,0,29.19,124,5.38,172.41,103,20.16,283.04,101,14.16,12.3,3,3.21,3,0
KS,82,415,0,0,0,177.41,89,32.68,340.42,115,39.78,244.56,92,12.23,15.3,4,3.99,1,0
CT,131,510,1,1,26,316.65,107,58.32,213.98,103,25,258.53,134,12.93,15.87,8,4.14,4,1
FL,72,415,0,1,38,91.14,123,16.79,286.31,134,33.46,169.82,79,8.5,9.55,7,2.49,4,1
GA,137,415,0,0,0,233.41,81,42.99,155.8,125,18.21,189.27,136,9.47,13.92,4,3.63,1,0
NC,196,415,0,0,0,252.97,116,46.6,267.35,121,31.25,175.29,74,8.77,10.46,6,2.73,2,0
UT,121,415,0,0,0,93.08,106,17.15,278.38,120,32.53,149.87,84,7.5,10.46,10,2.73,2,0
IL,127,510,0,1,27,2.81,120,0.52,272.17,108,31.81,245.77,165,12.29,10.58,6,2.76,3,0
SC,96,415,0,1,21,267.68,101,49.3,274.63,159,32.11,160.61,76,8.04,12.42,7,3.24,2,0
AL,114,408,0,1,19,167.14,106,30.78,258.88,115,30.27,162.03,118,8.1,14.49,1,3.78,3,0
WY,52,408,0,1,31,153.62,82,28.3,206.8,103,24.18,256.61,93,12.83,12.65,4,3.3,1,0
VT,110,510,0,0,0,107.46,66,19.8,294.67,91,34.45,214.78,99,10.74,19.2,3,5.01,2,0
PA,74,510,0,1,31,269.62,74,49.67,224.49,62,26.24,182.89,79,9.15,11.38,2,2.97,4,0
AL,118,415,0,0,0,151.78,119,27.96,200.48,64,23.43,210.53,164,10.53,9.09,1,2.37,0,0
NY,108,415,0,1,41,185.51,117,34.17,145.83,83,17.05,185.72,109,9.29,12.42,8,3.24,0,0
FL,183,415,0,1,31,185.08,110,34.09,207.45,78,24.25,198.99,90,9.95,11.73,4,3.06,1,0
TN,142,415,0,1,22,214.38,153,39.49,168.44,102,19.69,183.19,121,9.16,12.76,4,3.33,2,0
VA,33,415,1,0,0,206.05,106,37.95,173.27,110,20.25,192.3,144,9.62,14.95,7,3.9,1,0
NV,35,510,0,1,23,210.38,112,38.75,214.09,140,25.02,192,93,9.6,11.62,8,3.03,4,0
MA,63,510,0,1,13,231.57,65,42.65,194.16,93,22.69,176.2,72,8.81,11.84,2,3.09,0,0
AR,149,415,0,1,20,159.78,140,29.44,296.6,100,34.67,151.8,116,7.6,11.73,7,3.06,0,0
WI,150,408,0,0,0,163.14,98,30.05,204.66,112,23.93,226.43,113,11.32,9.55,4,2.49,5,1
IN,148,415,0,0,0,301.95,110,55.62,216.02,92,25.26,284.35,105,14.23,9.09,2,2.37,2,1
VA,82,415,0,1,19,158.38,77,29.18,264.02,69,30.85,201.52,121,10.08,4.72,4,1.23,1,0
KY,120,415,0,0,0,239.24,112,44.07,286.74,104,33.52,112.91,85,5.65,10.7,8,2.79,0,0
NJ,98,510,0,0,0,214.7,98,39.54,374.39,105,43.76,224.51,88,11.23,8.4,7,2.19,2,1
NH,111,415,0,0,0,143.35,133,26.4,236.91,71,27.69,129.52,107,6.48,14.6,2,3.81,4,1
AK,105,408,1,1,31,186.49,109,34.36,121.73,108,14.23,264.91,110,13.25,12.42,4,3.24,2,0
OK,51,510,0,1,32,222.81,142,41.04,192.45,89,22.5,336.41,95,16.83,11.73,2,3.06,3,0
TX,103,415,0,0,0,205.19,117,37.8,123.76,88,14.47,193.72,109,9.69,14.03,4,3.66,0,0
MN,133,510,0,0,0,191.14,98,35.21,200.91,103,23.49,199.29,93,9.97,7.48,3,1.96,2,0
WV,99,408,0,0,0,139.24,91,25.65,218.48,111,25.54,286.18,138,14.32,16.22,4,4.23,2,0
NC,106,415,0,0,0,123.68,110,22.78,83.9,107,9.81,235.65,82,11.78,0,0,0,2,0
DC,123,510,0,0,0,209.73,125,38.63,259.31,121,30.31,148.15,114,7.41,13.92,4,3.63,1,0
NV,60,408,0,0,0,238.49,60,43.93,226.2,122,26.43,252.15,136,12.62,7.82,3,2.04,1,0
MD,63,415,0,0,0,195.14,134,35.95,246.45,104,28.81,235.44,77,11.77,12.19,3,3.18,0,0
MT,3,415,0,0,0,200,127,36.84,218.27,137,25.51,172.66,94,8.63,16.22,3,4.23,3,0
OK,101,415,0,0,0,134.92,70,24.86,275.6,90,32.21,195.65,122,9.78,15.41,4,4.02,0,0
WY,115,510,1,0,0,373.3,86,68.76,217.95,112,25.48,220.25,113,11.02,13.57,9,3.54,1,1
MA,96,510,0,1,18,186.7,91,34.39,142.94,120,16.71,262.78,74,13.15,11.27,3,2.94,1,0
TN,185,408,0,1,29,163.35,128,30.09,262.2,93,30.65,156.35,96,7.82,15.87,2,4.14,2,0
OR,128,415,0,0,0,233.51,118,43.01,164.69,122,19.24,229.87,78,11.5,14.6,4,3.81,1,0
NH,53,415,0,0,0,155.46,108,28.64,213.88,131,25,180.05,69,9,8.97,4,2.34,1,0
RI,119,408,0,0,0,258.49,93,47.62,260.92,84,30.5,233.82,97,11.69,12.54,3,3.27,3,1
WI,104,415,0,0,0,308.43,80,56.81,140.16,118,16.39,184.1,105,9.21,12.08,2,3.16,2,0
AL,138,415,1,1,17,243.46,123,44.84,185.8,93,21.72,147.65,105,7.38,13.45,4,3.51,0,0
AL,128,408,0,0,0,135.35,105,24.93,220.09,113,25.73,257.62,117,12.89,21.74,2,5.67,0,0
NV,57,415,0,0,0,204.65,167,37.69,187.41,74,21.91,224.71,124,11.24,12.88,6,3.36,3,0
NH,103,408,0,0,0,116.65,118,21.48,178.84,137,20.91,211.14,82,10.56,11.16,3,2.91,1,0
OK,98,510,1,0,0,171.24,75,31.54,328.53,70,38.4,146.03,98,7.3,2.42,4,0.63,1,0
RI,84,510,0,0,0,183.24,102,33.76,168.87,100,19.74,99.44,74,4.97,12.19,8,3.18,0,0
TX,102,510,0,1,45,139.68,151,25.72,256.52,121,29.99,226.23,70,11.31,10,4,2.61,0,0
MS,132,415,0,0,0,259.57,122,47.81,193.3,96,22.59,135.09,129,6.75,9.2,7,2.4,3,0
ND,96,510,0,0,0,197.41,80,36.36,202.09,71,23.62,139.44,86,6.98,10.92,3,2.86,5,1
IN,94,510,0,0,0,206.05,115,37.95,163.19,101,19.08,146.53,103,7.33,8.62,6,2.26,1,0
CO,136,408,1,1,29,92.11,104,16.96,246.88,90,28.85,246.68,110,12.34,10.35,3,2.7,2,0
AZ,90,408,0,0,0,209.51,95,38.6,221.38,104,25.87,155.24,127,7.77,11.62,10,3.03,3,0
MN,102,408,0,0,0,253.84,133,46.76,213.45,105,24.95,165.27,93,8.26,11.5,1,3,4,0
NV,32,415,0,0,0,112,83,20.63,255.56,122,29.87,189.27,74,9.47,12.65,4,3.3,2,0
NJ,82,415,0,0,0,180.65,82,33.28,141.23,84,16.5,189.77,104,9.49,10.81,1,2.82,6,1
IN,64,415,0,0,0,105.08,85,19.35,199.52,95,23.33,191.39,97,9.57,11.96,7,3.12,2,0
AR,78,415,0,0,0,167.57,112,30.87,187.84,107,21.95,157.57,132,7.88,13.57,6,3.54,2,0
NH,68,408,0,0,0,142.27,94,26.2,146.8,115,17.17,259.54,113,12.98,11.73,6,3.06,3,0
NC,167,415,1,0,0,264.65,97,48.75,65.15,111,7.62,178.94,116,8.95,12.3,3,3.21,2,0
ID,91,510,1,0,0,140.43,119,25.86,185.7,88,21.7,250.33,137,12.52,12.88,3,3.36,3,0
WI,92,408,0,1,21,246.27,113,45.37,167.59,74,19.58,262.99,76,13.16,14.26,3,3.72,0,0
GA,171,415,0,1,25,241.3,82,44.44,196.3,125,22.94,152.71,95,7.64,11.73,3,3.06,3,0
AL,67,510,0,1,30,201.3,124,37.07,307.21,80,35.91,166.38,119,8.32,14.84,3,3.87,2,0
TN,160,415,0,0,0,105.41,120,19.42,287.28,73,33.58,258.53,66,12.93,15.18,4,3.96,3,0
TX,48,510,0,1,43,185.95,118,34.25,214.52,68,25.08,236.05,101,11.81,9.2,6,2.4,1,0
TX,51,408,0,1,0,230.16,85,42.39,252.99,60,29.57,189.97,105,9.5,10.12,4,2.64,2,0
AR,79,415,0,0,0,145.62,104,26.82,203.27,72,23.75,224.2,135,11.21,13.57,6,3.54,2,0
ID,42,510,0,0,0,173.19,109,31.9,171.23,123,20.01,258.94,92,12.95,14.84,3,3.87,1,0
TX,93,415,0,0,0,188.22,135,34.67,189.45,77,22.15,243.04,117,12.16,12.3,3,3.21,0,0
UT,130,415,0,0,0,130.27,135,24,203.27,55,23.75,273.52,113,13.67,16.44,2,4.29,1,0
DC,112,415,1,0,0,211.57,130,38.97,152.05,131,17.77,138.13,76,6.91,9.09,7,2.37,1,0
MT,196,415,0,0,0,143.89,85,26.51,221.27,127,25.86,224.41,101,11.22,11.84,9,3.09,1,0
DC,135,415,0,0,0,196.54,98,36.21,171.02,67,20,235.34,82,11.77,8.05,7,2.1,0,0
ID,82,408,0,0,0,166.49,113,30.67,101.15,121,11.82,291.24,100,14.56,11.62,8,3.03,1,0
MN,63,415,0,0,0,159.78,101,29.44,215.81,76,25.23,156.86,125,7.84,9.89,9,2.58,1,0
CT,127,510,0,0,0,241.3,145,44.44,155.05,126,18.12,97.22,115,4.86,9.89,4,2.58,2,0
NY,93,415,0,0,0,158.16,90,29.13,232.09,101,27.13,235.95,87,11.81,13.22,3,3.46,0,0
WY,135,415,0,0,0,187.46,113,34.53,237.88,89,27.8,65.01,99,3.25,15.76,7,4.11,1,0
OK,68,415,1,1,29,211.35,120,38.94,183.87,102,21.5,206.58,90,10.33,15.52,10,4.06,1,1
MO,61,510,0,0,0,7.78,103,1.43,237.66,83,27.78,176.71,99,8.84,13.8,4,3.6,1,0
MA,66,415,1,0,0,225.62,89,41.56,185.7,93,21.7,268.05,113,13.4,9.55,3,2.49,3,0
AK,80,408,0,1,22,197.62,151,36.41,245.7,118,28.72,317.77,90,15.89,13,2,3.39,1,0
NV,64,408,0,0,0,123.03,103,22.67,206.05,103,24.09,217.62,94,10.88,11.96,1,3.12,3,0
WV,116,408,0,0,0,213.95,89,39.4,180.12,120,21.06,242.84,153,12.14,13.8,7,3.6,1,0
WI,123,415,0,0,0,226.38,52,41.7,254.38,124,29.73,242.23,104,12.11,11.27,12,2.94,1,0
AZ,94,408,0,0,0,244.97,126,45.12,214.09,118,25.02,222.18,149,11.11,13.45,2,3.51,3,0
WV,134,415,0,0,0,263.89,105,48.61,264.56,118,30.93,202.53,141,10.13,8.28,2,2.16,0,0
IN,7,408,0,1,30,239.35,121,44.09,177.66,123,20.76,250.13,111,12.52,12.42,13,3.24,1,0
NC,101,415,0,1,29,130.92,123,24.12,199.73,106,23.34,244.76,79,12.25,11.62,7,3.03,0,0
NH,141,415,0,1,28,223.68,134,41.2,283.31,133,33.11,173.97,131,8.7,10.7,12,2.79,2,0
ME,107,408,0,0,0,111.78,100,20.59,202.84,132,23.71,230.08,132,11.5,16.56,3,4.32,1,0
AR,181,408,0,0,0,248.54,138,45.78,154.73,98,18.08,265.72,116,13.29,16.33,4,4.26,2,0
VT,172,415,0,0,0,186.49,90,34.36,271.2,75,31.69,224.41,119,11.22,6.79,7,1.77,0,0
SC,72,415,0,1,27,120.76,72,22.24,270.88,112,31.67,258.73,115,12.94,8.97,4,2.34,1,0
IA,112,415,0,1,31,154.49,98,28.45,250.52,113,29.28,333.37,150,16.67,11.96,7,3.12,0,0
NV,108,415,0,0,0,215.46,110,39.69,240.24,97,28.08,141.87,60,7.09,17.48,2,4.56,0,0
VA,125,408,0,1,32,104.32,116,19.22,156.23,115,18.26,176.61,87,8.84,10.81,2,2.82,1,0
OH,3,415,0,1,23,222.16,108,40.93,224.49,88,26.24,184.61,105,9.23,7.36,4,1.92,0,0
GA,174,415,0,1,15,239.78,152,44.17,225.66,122,26.38,224.61,115,11.23,14.26,10,3.72,1,0
WV,96,408,1,0,0,204.11,126,37.6,232.41,106,27.17,211.14,123,10.56,6.67,3,1.74,3,0
NC,84,415,0,1,35,224.32,146,41.33,215.38,123,25.18,166.58,113,8.33,8.62,18,2.26,4,0
NV,105,510,0,1,42,110.16,84,20.29,239.06,103,27.94,244.66,81,12.23,14.84,2,3.87,0,0
NV,117,415,0,0,0,128,134,23.58,267.13,103,31.22,229.87,59,11.5,15.64,3,4.08,5,1
ND,108,510,0,1,30,299.03,105,55.08,235.84,120,27.57,180.15,100,9.02,11.27,7,2.94,2,0
WV,96,415,0,1,27,282.49,102,52.03,236.7,107,27.67,181.67,103,9.08,13,2,3.39,1,0
VA,165,415,0,0,0,234.16,134,43.13,204.45,110,23.9,227.54,130,11.38,14.26,9,3.72,0,0
